2025-06-27 13:00:53.075 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Hetlioz
2025-06-27 13:34:56.338 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pergoveris. Retrying...(5/5)
2025-06-27 13:34:59.365 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Sprycel
2025-06-27 13:34:59.371 | INFO     | adapters.download_file:download_pdf:92 - Downloading 9/159 : Baiama
2025-06-27 13:34:59.396 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Axura
2025-06-27 13:34:59.398 | INFO     | adapters.download_file:download_pdf:92 - Downloading 10/159 : Sugammadex-mylan
2025-06-27 13:34:59.416 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Baiama. Retrying...(1/5)
2025-06-27 13:34:59.656 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Sugammadex-mylan
2025-06-27 13:34:59.657 | INFO     | adapters.download_file:download_pdf:92 - Downloading 11/159 : Absimky
2025-06-27 13:34:59.690 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Absimky. Retrying...(1/5)
2025-06-27 13:35:03.674 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Arexvy
2025-06-27 13:35:03.680 | INFO     | adapters.download_file:download_pdf:92 - Downloading 12/159 : Qoyvolma
2025-06-27 13:35:03.713 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(1/5)
2025-06-27 13:35:06.005 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Rivastigmine-actavis
2025-06-27 13:35:06.006 | INFO     | adapters.download_file:download_pdf:92 - Downloading 13/159 : Hbvaxpro
2025-06-27 13:35:06.061 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(1/5)
2025-06-27 13:35:07.112 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(2/5)
2025-06-27 13:35:07.350 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Pergoveris
2025-06-27 13:35:07.357 | INFO     | adapters.download_file:download_pdf:92 - Downloading 14/159 : Rivaroxaban-viatris
2025-06-27 13:35:07.393 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rivaroxaban-viatris. Retrying...(1/5)
2025-06-27 13:35:10.734 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Absimky. Retrying...(2/5)
2025-06-27 13:35:13.478 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Baiama. Retrying...(2/5)
2025-06-27 13:35:14.534 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Baiama. Retrying...(3/5)
2025-06-27 13:35:16.164 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(3/5)
2025-06-27 13:35:16.768 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(2/5)
2025-06-27 13:35:21.749 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Rivaroxaban-viatris
2025-06-27 13:35:21.750 | INFO     | adapters.download_file:download_pdf:92 - Downloading 15/159 : Spexotras
2025-06-27 13:35:21.804 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(1/5)
2025-06-27 13:35:25.038 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Absimky
2025-06-27 13:35:25.039 | INFO     | adapters.download_file:download_pdf:92 - Downloading 16/159 : Finlee
2025-06-27 13:35:25.135 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Finlee
2025-06-27 13:35:25.135 | INFO     | adapters.download_file:download_pdf:92 - Downloading 17/159 : Cholestagel
2025-06-27 13:35:25.169 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cholestagel. Retrying...(1/5)
2025-06-27 13:35:28.202 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(4/5)
2025-06-27 13:35:29.575 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Baiama. Retrying...(4/5)
2025-06-27 13:35:29.822 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(3/5)
2025-06-27 13:35:32.865 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(2/5)
2025-06-27 13:35:34.865 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(4/5)
2025-06-27 13:35:35.392 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Cholestagel
2025-06-27 13:35:35.392 | INFO     | adapters.download_file:download_pdf:92 - Downloading 18/159 : Takhzyro
2025-06-27 13:35:35.812 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Takhzyro
2025-06-27 13:35:35.812 | INFO     | adapters.download_file:download_pdf:92 - Downloading 19/159 : Riximyo
2025-06-27 13:35:35.848 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Riximyo. Retrying...(1/5)
2025-06-27 13:35:38.891 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Riximyo. Retrying...(2/5)
2025-06-27 13:35:40.240 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Hbvaxpro. Retrying...(5/5)
2025-06-27 13:35:42.916 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Qoyvolma. Retrying...(5/5)
2025-06-27 13:35:43.616 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Baiama. Retrying...(5/5)
2025-06-27 13:35:43.908 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(3/5)
2025-06-27 13:35:47.931 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Riximyo. Retrying...(3/5)
2025-06-27 13:35:49.621 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Baiama
2025-06-27 13:35:49.627 | INFO     | adapters.download_file:download_pdf:92 - Downloading 20/159 : Wezenla
2025-06-27 13:35:49.684 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Wezenla. Retrying...(1/5)
2025-06-27 13:35:51.178 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Riximyo
2025-06-27 13:35:51.179 | INFO     | adapters.download_file:download_pdf:92 - Downloading 21/159 : Ibuprofen-genorph
2025-06-27 13:35:51.215 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ibuprofen-genorph. Retrying...(1/5)
2025-06-27 13:35:51.921 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Qoyvolma
2025-06-27 13:35:51.923 | INFO     | adapters.download_file:download_pdf:92 - Downloading 22/159 : Advate
2025-06-27 13:35:51.963 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Advate. Retrying...(1/5)
2025-06-27 13:35:53.249 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Hbvaxpro
2025-06-27 13:35:53.256 | INFO     | adapters.download_file:download_pdf:92 - Downloading 23/159 : Vegzelma
2025-06-27 13:35:53.294 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vegzelma. Retrying...(1/5)
2025-06-27 13:35:54.119 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Wezenla
2025-06-27 13:35:54.121 | INFO     | adapters.download_file:download_pdf:92 - Downloading 24/159 : Blitzima
2025-06-27 13:35:54.169 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Blitzima. Retrying...(1/5)
2025-06-27 13:35:55.348 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vegzelma. Retrying...(2/5)
2025-06-27 13:35:56.390 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vegzelma. Retrying...(3/5)
2025-06-27 13:35:57.261 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ibuprofen-genorph. Retrying...(2/5)
2025-06-27 13:35:57.955 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Spexotras. Retrying...(4/5)
2025-06-27 13:35:58.431 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vegzelma. Retrying...(4/5)
2025-06-27 13:36:03.674 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Vegzelma
2025-06-27 13:36:03.675 | INFO     | adapters.download_file:download_pdf:92 - Downloading 25/159 : Kostaive
2025-06-27 13:36:03.893 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Kostaive
2025-06-27 13:36:03.893 | INFO     | adapters.download_file:download_pdf:92 - Downloading 26/159 : Nerlynx
2025-06-27 13:36:03.930 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Nerlynx. Retrying...(1/5)
2025-06-27 13:36:04.982 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Nerlynx. Retrying...(2/5)
2025-06-27 13:36:05.009 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Advate. Retrying...(2/5)
2025-06-27 13:36:09.220 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Blitzima. Retrying...(2/5)
2025-06-27 13:36:09.230 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Spexotras
2025-06-27 13:36:09.231 | INFO     | adapters.download_file:download_pdf:92 - Downloading 27/159 : Instanyl
2025-06-27 13:36:09.297 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ibuprofen-genorph. Retrying...(3/5)
2025-06-27 13:36:09.520 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Instanyl
2025-06-27 13:36:09.521 | INFO     | adapters.download_file:download_pdf:92 - Downloading 28/159 : Pelgraz
2025-06-27 13:36:09.640 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Pelgraz
2025-06-27 13:36:09.642 | INFO     | adapters.download_file:download_pdf:92 - Downloading 29/159 : Buprenorphine-neuraxpharm
2025-06-27 13:36:09.680 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Buprenorphine-neuraxpharm. Retrying...(1/5)
2025-06-27 13:36:10.045 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Advate. Retrying...(3/5)
2025-06-27 13:36:14.270 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Blitzima. Retrying...(3/5)
2025-06-27 13:36:14.737 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Buprenorphine-neuraxpharm. Retrying...(2/5)
2025-06-27 13:36:20.241 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Nerlynx
2025-06-27 13:36:20.242 | INFO     | adapters.download_file:download_pdf:92 - Downloading 30/159 : Deqsiga
2025-06-27 13:36:20.330 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Deqsiga
2025-06-27 13:36:20.331 | INFO     | adapters.download_file:download_pdf:92 - Downloading 31/159 : Osenvelt
2025-06-27 13:36:20.354 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ibuprofen-genorph. Retrying...(4/5)
2025-06-27 13:36:20.535 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Osenvelt
2025-06-27 13:36:20.535 | INFO     | adapters.download_file:download_pdf:92 - Downloading 32/159 : Olanzapine-teva
2025-06-27 13:36:20.759 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Olanzapine-teva
2025-06-27 13:36:20.760 | INFO     | adapters.download_file:download_pdf:92 - Downloading 33/159 : Synjardy
2025-06-27 13:36:21.091 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Synjardy
2025-06-27 13:36:21.093 | INFO     | adapters.download_file:download_pdf:92 - Downloading 34/159 : Firazyr
2025-06-27 13:36:21.129 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Firazyr. Retrying...(1/5)
2025-06-27 13:36:25.095 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Advate. Retrying...(4/5)
2025-06-27 13:36:27.326 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Blitzima. Retrying...(4/5)
2025-06-27 13:36:27.778 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Buprenorphine-neuraxpharm. Retrying...(3/5)
2025-06-27 13:36:28.145 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Advate. Retrying...(5/5)
2025-06-27 13:36:29.377 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Blitzima. Retrying...(5/5)
2025-06-27 13:36:29.407 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Ibuprofen-genorph. Retrying...(5/5)
2025-06-27 13:36:31.152 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Advate
2025-06-27 13:36:31.158 | INFO     | adapters.download_file:download_pdf:92 - Downloading 35/159 : Bavencio
2025-06-27 13:36:31.207 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Bavencio. Retrying...(1/5)
2025-06-27 13:36:31.941 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Buprenorphine-neuraxpharm
2025-06-27 13:36:31.942 | INFO     | adapters.download_file:download_pdf:92 - Downloading 36/159 : Urorec
2025-06-27 13:36:32.040 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Urorec
2025-06-27 13:36:32.041 | INFO     | adapters.download_file:download_pdf:92 - Downloading 37/159 : Imatinib-accord
2025-06-27 13:36:32.079 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Imatinib-accord. Retrying...(1/5)
2025-06-27 13:36:32.180 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Firazyr. Retrying...(2/5)
2025-06-27 13:36:32.298 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Bavencio. Retrying...(2/5)
2025-06-27 13:36:34.224 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Firazyr. Retrying...(3/5)
2025-06-27 13:36:36.409 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Ibuprofen-genorph
2025-06-27 13:36:36.413 | INFO     | adapters.download_file:download_pdf:92 - Downloading 38/159 : Deltyba
2025-06-27 13:36:36.451 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Deltyba. Retrying...(1/5)
2025-06-27 13:36:37.380 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Blitzima
2025-06-27 13:36:37.387 | INFO     | adapters.download_file:download_pdf:92 - Downloading 39/159 : Lyrica
2025-06-27 13:36:37.581 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Lyrica
2025-06-27 13:36:37.583 | INFO     | adapters.download_file:download_pdf:92 - Downloading 40/159 : Deferasirox-mylan
2025-06-27 13:36:37.771 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Deferasirox-mylan
2025-06-27 13:36:37.772 | INFO     | adapters.download_file:download_pdf:92 - Downloading 41/159 : Vevizye
2025-06-27 13:36:37.860 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vevizye. Retrying...(1/5)
2025-06-27 13:36:40.125 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Imatinib-accord. Retrying...(2/5)
2025-06-27 13:36:40.339 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Bavencio. Retrying...(3/5)
2025-06-27 13:36:40.911 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vevizye. Retrying...(2/5)
2025-06-27 13:36:41.967 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vevizye. Retrying...(3/5)
2025-06-27 13:36:46.673 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Deltyba
2025-06-27 13:36:46.674 | INFO     | adapters.download_file:download_pdf:92 - Downloading 42/159 : Zegalogue
2025-06-27 13:36:46.713 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Zegalogue. Retrying...(1/5)
2025-06-27 13:36:48.270 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Firazyr. Retrying...(4/5)
2025-06-27 13:36:52.172 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Imatinib-accord. Retrying...(3/5)
2025-06-27 13:36:54.040 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vevizye. Retrying...(4/5)
2025-06-27 13:36:54.935 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Zegalogue
2025-06-27 13:36:54.936 | INFO     | adapters.download_file:download_pdf:92 - Downloading 43/159 : Iscover
2025-06-27 13:36:54.975 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Iscover. Retrying...(1/5)
2025-06-27 13:36:55.392 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Bavencio. Retrying...(4/5)
2025-06-27 13:36:57.317 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Firazyr. Retrying...(5/5)
2025-06-27 13:36:58.025 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Iscover. Retrying...(2/5)
2025-06-27 13:37:00.320 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Firazyr
2025-06-27 13:37:00.326 | INFO     | adapters.download_file:download_pdf:92 - Downloading 44/159 : Edurant
2025-06-27 13:37:00.366 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Edurant. Retrying...(1/5)
2025-06-27 13:37:02.214 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Imatinib-accord. Retrying...(4/5)
2025-06-27 13:37:07.096 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vevizye. Retrying...(5/5)
2025-06-27 13:37:09.462 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Bavencio. Retrying...(5/5)
2025-06-27 13:37:10.266 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Iscover
2025-06-27 13:37:10.267 | INFO     | adapters.download_file:download_pdf:92 - Downloading 45/159 : Sialanar
2025-06-27 13:37:10.304 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sialanar. Retrying...(1/5)
2025-06-27 13:37:11.477 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Bavencio
2025-06-27 13:37:11.482 | INFO     | adapters.download_file:download_pdf:92 - Downloading 46/159 : Moventig
2025-06-27 13:37:11.520 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Moventig. Retrying...(1/5)
2025-06-27 13:37:12.104 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Vevizye
2025-06-27 13:37:12.110 | INFO     | adapters.download_file:download_pdf:92 - Downloading 47/159 : Rasagiline-ratiopharm
2025-06-27 13:37:12.145 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rasagiline-ratiopharm. Retrying...(1/5)
2025-06-27 13:37:12.483 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Edurant
2025-06-27 13:37:12.484 | INFO     | adapters.download_file:download_pdf:92 - Downloading 48/159 : Pelmeg
2025-06-27 13:37:12.522 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pelmeg. Retrying...(1/5)
2025-06-27 13:37:14.560 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pelmeg. Retrying...(2/5)
2025-06-27 13:37:16.556 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Moventig. Retrying...(2/5)
2025-06-27 13:37:16.607 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pelmeg. Retrying...(3/5)
2025-06-27 13:37:17.186 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rasagiline-ratiopharm. Retrying...(2/5)
2025-06-27 13:37:17.262 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Imatinib-accord. Retrying...(5/5)
2025-06-27 13:37:21.275 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Imatinib-accord
2025-06-27 13:37:21.282 | INFO     | adapters.download_file:download_pdf:92 - Downloading 49/159 : Nplate
2025-06-27 13:37:21.366 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sialanar. Retrying...(2/5)
2025-06-27 13:37:21.475 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Nplate
2025-06-27 13:37:21.476 | INFO     | adapters.download_file:download_pdf:92 - Downloading 50/159 : Respreeza
2025-06-27 13:37:21.512 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Respreeza. Retrying...(1/5)
2025-06-27 13:37:23.246 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rasagiline-ratiopharm. Retrying...(3/5)
2025-06-27 13:37:27.566 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Respreeza. Retrying...(2/5)
2025-06-27 13:37:27.651 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pelmeg. Retrying...(4/5)
2025-06-27 13:37:28.616 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Respreeza. Retrying...(3/5)
2025-06-27 13:37:29.610 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Moventig. Retrying...(3/5)
2025-06-27 13:37:29.822 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Respreeza
2025-06-27 13:37:29.824 | INFO     | adapters.download_file:download_pdf:92 - Downloading 51/159 : Vafseo
2025-06-27 13:37:29.862 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vafseo. Retrying...(1/5)
2025-06-27 13:37:31.286 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rasagiline-ratiopharm. Retrying...(4/5)
2025-06-27 13:37:33.418 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sialanar. Retrying...(3/5)
2025-06-27 13:37:38.721 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pelmeg. Retrying...(5/5)
2025-06-27 13:37:40.024 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Moventig
2025-06-27 13:37:40.026 | INFO     | adapters.download_file:download_pdf:92 - Downloading 52/159 : Strimvelis
2025-06-27 13:37:40.066 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Strimvelis. Retrying...(1/5)
2025-06-27 13:37:42.464 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sialanar. Retrying...(4/5)
2025-06-27 13:37:42.909 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vafseo. Retrying...(2/5)
2025-06-27 13:37:46.337 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rasagiline-ratiopharm. Retrying...(5/5)
2025-06-27 13:37:49.724 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Pelmeg
2025-06-27 13:37:49.730 | INFO     | adapters.download_file:download_pdf:92 - Downloading 53/159 : Lopinavir-ritonavir-viatris
2025-06-27 13:37:49.769 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lopinavir-ritonavir-viatris. Retrying...(1/5)
2025-06-27 13:37:51.276 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Strimvelis
2025-06-27 13:37:51.277 | INFO     | adapters.download_file:download_pdf:92 - Downloading 54/159 : Siiltibcy
2025-06-27 13:37:51.316 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Siiltibcy. Retrying...(1/5)
2025-06-27 13:37:55.985 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vafseo. Retrying...(3/5)
2025-06-27 13:37:57.514 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sialanar. Retrying...(5/5)
2025-06-27 13:37:57.823 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lopinavir-ritonavir-viatris. Retrying...(2/5)
2025-06-27 13:37:58.479 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Siiltibcy
2025-06-27 13:37:58.481 | INFO     | adapters.download_file:download_pdf:92 - Downloading 55/159 : Constella
2025-06-27 13:37:58.518 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Sialanar
2025-06-27 13:37:58.524 | INFO     | adapters.download_file:download_pdf:92 - Downloading 56/159 : Scintimun
2025-06-27 13:37:58.537 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Constella
2025-06-27 13:37:58.538 | INFO     | adapters.download_file:download_pdf:92 - Downloading 57/159 : Pandemic-influenza-vaccine-h5n1-astrazeneca
2025-06-27 13:37:58.590 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pandemic-influenza-vaccine-h5n1-astrazeneca. Retrying...(1/5)
2025-06-27 13:37:58.631 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Scintimun
2025-06-27 13:37:58.632 | INFO     | adapters.download_file:download_pdf:92 - Downloading 58/159 : Dimethyl-fumarate-accord
2025-06-27 13:37:58.738 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dimethyl-fumarate-accord. Retrying...(1/5)
2025-06-27 13:37:58.881 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lopinavir-ritonavir-viatris. Retrying...(3/5)
2025-06-27 13:37:59.352 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Rasagiline-ratiopharm
2025-06-27 13:37:59.359 | INFO     | adapters.download_file:download_pdf:92 - Downloading 59/159 : Zimbus-breezhaler
2025-06-27 13:37:59.407 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Zimbus-breezhaler. Retrying...(1/5)
2025-06-27 13:38:03.640 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pandemic-influenza-vaccine-h5n1-astrazeneca. Retrying...(2/5)
2025-06-27 13:38:05.825 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dimethyl-fumarate-accord. Retrying...(2/5)
2025-06-27 13:38:07.030 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vafseo. Retrying...(4/5)
2025-06-27 13:38:08.931 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lopinavir-ritonavir-viatris. Retrying...(4/5)
2025-06-27 13:38:10.685 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pandemic-influenza-vaccine-h5n1-astrazeneca. Retrying...(3/5)
2025-06-27 13:38:12.081 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vafseo. Retrying...(5/5)
2025-06-27 13:38:12.479 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Zimbus-breezhaler. Retrying...(2/5)
2025-06-27 13:38:12.894 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dimethyl-fumarate-accord. Retrying...(3/5)
2025-06-27 13:38:16.977 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lopinavir-ritonavir-viatris. Retrying...(5/5)
